,Code,Country,EPI_2010,HLT_2010,ECO_2010,BDH_2010,CCH_2010,EPI_2006,HLT_2006,ECO_2006,BDH_2006,CCH_2006,EPI_2008,HLT_2008,BDH_2008,GDP_pc_ppp,Landarea,EPI_2012,HLT_2012,ECO_2012,BDH_2012,CCH_2012,EPI_2014,HLT_2014,ECO_2014,BDH_2014,CCH_2014,EPI_2016,HLT_2016,ECO_2016,BDH_2016,CCH_2016,EPI_2018,HLT_2018,ECO_2018,BDH_2018,CCE_2018,EPI_current,HLT_current,ECO_current,BDH_current,CCE_2020,Safety_score,Arrivals,CCH_2008,average_EPI,average_HLT,average_BDH,average_ECO,average_CCE,Rural_eco_rating,Urban_eco_rating
112,MDG,Madagascar,49.2,21.57,76.77,31.58,74.65,54.6,37.6,71.6,35.2,79.8,48.6,23.3,39.5,$800,,,,,,,26.7,37.2,19.71,37.08,,37.1,32.69,41.51,64.68,,33.73,42.39,27.96,43.17,16.23,26.5,22.1,29.4,25.0,39.9,1.995,291000.0,78.7,39.489999999999995,30.978571428571428,39.45857142857143,44.49166666666667,52.644999999999996,43.81009285714286,38.12849285714286
113,CHN,China,49.0,58.68,39.33,57.22,40.18,65.1,71.4,58.8,56.7,52.7,56.2,61.0,68.2,"$5,600",9365944.83,42.24,46.33,40.49,65.65,31.03,43.0,42.73,43.19,66.63,65.16,65.1,59.41,70.79,77.45,74.78,50.74,31.72,63.42,72.57,68.62,37.3,41.8,34.4,19.0,46.3,2.01,62900000.0,36.55,52.348571428571425,52.391428571428584,59.68142857142857,51.655,57.95666666666667,59.112257142857146,54.22795714285716
114,QAT,Qatar,48.9,87.69,10.08,6.17,27.18,,,,,,,,,,11314.8,46.59,89.90,28.03,40.19,3.66,63.03,89.11,45.64,8.47,70.93,69.94,66.79,73.1,58.37,89.35,67.8,74.18,63.54,43.71,68.68,37.1,56.9,23.9,41.3,12.1,1.533,1819300.0,,57.354000000000006,74.934,31.603999999999996,43.251999999999995,53.648,38.87852,67.90962
115,IND,India,48.3,41.59,55.1,38.65,60.25,60.3,62.6,58.0,21.2,57.9,47.7,43.8,39.8,"$3,100",3279681.99,36.23,25.66,40.76,41.83,51.91,31.23,33.19,29.92,39.18,35.24,53.58,47.99,59.17,63.42,67.19,30.57,9.32,44.74,49.13,44.77,27.6,16.3,35.2,33.7,45.0,2.578,17423000.0,44.05,42.75428571428572,36.39857142857143,40.72571428571428,47.02166666666667,51.725,44.35547857142857,41.456292857142856
116,PAK,Pakistan,48.0,42.82,53.11,52.85,67.14,58.7,54.6,62.7,44.0,67.4,41.1,46.1,23.0,"$2,200",797494.67,39.56,28.62,44.25,60.05,56.73,34.58,38.78,31.79,41.43,44.33,51.42,52.73,50.11,70.04,70.35,37.5,16.8,51.3,60.14,50.79,33.1,14.6,45.3,46.1,50.6,2.789,,37.45,43.48571428571429,38.06142857142857,48.222857142857144,49.05166666666667,58.435,51.592864285714285,44.784707142857144
117,TZA,Tanzania,47.9,25.91,69.89,80.59,66.83,63.9,52.2,75.6,87.2,72.8,59.0,37.3,74.1,$700,897949.26,54.26,27.47,65.74,92.08,69.35,36.19,35.89,36.39,79.12,,58.34,47.25,69.43,94.34,,50.83,45.0,54.71,95.03,43.1,31.1,27.4,33.5,70.7,18.7,2.001,1378000.0,84.55000000000001,49.60857142857144,38.707142857142856,83.01142857142858,56.586666666666666,50.357499999999995,72.23563214285716,42.55176071428571
118,ZWE,Zimbabwe,47.8,38.04,57.6,93.75,61.25,69.3,67.8,70.8,91.1,68.1,63.0,49.9,67.6,"$1,900",392742.92,52.76,32.33,61.52,99.46,57.31,49.54,46.42,51.62,99.52,,59.25,64.28,54.22,94.31,70.99,43.41,40.58,45.3,94.53,24.89,37.0,22.5,46.7,87.0,37.0,2.35,2580000.0,66.55,52.75714285714285,47.0742857142857,89.68714285714285,54.373333333333335,52.44599999999999,77.3975657142857,48.846951428571415
119,BFA,Burkina Faso,47.3,12.24,82.33,100.0,76.31,44.3,16.2,72.5,64.7,77.6,43.2,9.9,80.0,"$1,200",,,,,,,40.52,32.17,46.08,83.75,,43.71,37.65,49.77,88.05,,42.83,44.22,41.91,85.54,26.24,38.3,19.6,50.9,77.8,31.9,2.786,144000.0,69.45,42.88,24.568571428571428,82.83428571428571,57.24833333333333,53.0125,72.99309642857143,33.95506785714286
120,SDN,Sudan,47.1,23.61,70.58,29.07,72.94,55.5,47.0,64.1,30.1,67.9,44.0,24.5,41.3,"$1,900",2510435.52,46.00,25.02,54.99,29.05,68.17,24.64,36.33,16.84,16.29,,42.25,49.63,34.87,42.8,,51.49,50.09,52.43,40.13,72.11,34.8,20.8,44.1,46.6,52.8,3.007,836000.0,54.349999999999994,42.82571428571429,35.994285714285716,35.184285714285714,47.153333333333336,66.4375,45.497846428571435,46.04054642857143
121,ZMB,Zambia,47.0,24.21,69.8,100.0,66.56,55.1,30.8,79.4,99.9,81.0,54.4,24.0,81.6,$900,753777.74,55.56,23.06,69.48,100.00,86.59,41.72,36.18,45.41,100.0,,66.06,59.53,72.59,97.06,,50.97,31.57,63.91,98.75,51.67,34.7,21.0,43.9,90.4,26.5,1.841,1072000.0,71.65,49.99285714285714,32.47,95.38714285714285,62.501666666666665,56.432500000000005,82.53211071428572,40.377625
122,OMN,Oman,45.9,71.28,20.47,47.09,28.03,70.3,84.6,55.9,46.1,53.6,67.9,79.5,41.1,"$13,100",314382.71,44.00,73.85,31.21,59.69,11.87,47.75,81.08,25.52,42.28,21.64,60.13,75.45,44.81,48.68,23.83,51.32,75.98,34.88,34.81,32.71,38.5,43.4,35.2,28.2,32.0,1.889,2301000.0,42.85,54.542857142857144,73.04142857142857,41.18000000000001,36.129999999999995,31.968333333333334,38.140150000000006,59.48730714285715
123,GNB,Guinea-Bissau,44.7,12.62,76.72,75.02,75.4,49.7,36.7,62.8,46.5,58.7,46.1,17.1,47.3,$700,,,,,,,35.98,30.68,39.52,89.87,,48.2,42.67,53.72,87.3,,44.67,43.6,45.38,85.77,53.23,29.1,15.1,38.4,72.2,33.6,2.156,,66.85,42.63571428571429,28.35285714285714,71.99428571428571,52.75666666666666,55.2325,66.46289642857144,37.22313928571428
124,CMR,Cameroon,44.6,27.43,61.82,70.01,66.13,63.8,47.7,79.9,53.4,97.0,54.1,31.5,54.0,"$1,900",465122.8,42.97,19.85,52.87,43.12,75.51,36.68,37.63,36.06,45.67,62.13,57.13,54.47,59.78,77.33,79.43,40.81,39.18,41.9,49.56,58.53,33.6,13.6,46.9,48.6,66.4,2.709,,76.4,47.24571428571429,35.93,56.938571428571436,54.393333333333324,71.60333333333334,61.777942857142875,47.702200000000005
125,IDN,Indonesia,44.6,44.59,44.64,63.19,49.24,66.2,69.5,62.9,50.3,59.8,60.7,53.9,66.0,"$3,500",1900662.92,52.29,48.20,54.04,75.29,48.91,44.36,55.72,36.78,78.08,45.25,65.85,76.82,54.88,81.62,81.59,46.92,45.44,47.9,70.4,53.43,37.8,29.0,43.7,56.3,54.4,1.8,15810000.0,46.099999999999994,52.34714285714286,53.567142857142855,66.55571428571429,48.46666666666667,57.285,63.49637857142857,54.79403571428571
126,RWA,Rwanda,44.6,20.33,68.89,85.03,64.45,54.9,32.2,77.5,72.2,78.0,57.0,31.1,63.2,"$1,300",,,,,,,35.41,38.7,33.21,56.32,,50.34,51.88,48.79,71.26,,43.68,31.03,52.12,63.24,69.91,33.8,24.4,40.0,57.4,35.9,1.945,,89.25,45.675714285714285,32.80571428571429,66.95,53.41833333333333,62.065,65.33795,42.46127857142857
127,GIN,Guinea,44.4,19.59,69.15,46.31,69.73,51.3,31.3,71.4,32.4,81.8,49.2,17.2,64.3,"$2,100",,,,,,,28.03,32.2,25.25,41.0,,55.4,46.26,64.54,86.95,,46.62,45.02,47.69,83.29,37.24,26.4,18.6,31.5,59.9,26.8,2.332,,79.1,43.05,30.024285714285718,59.16428571428571,51.58833333333334,53.892500000000005,57.424596428571434,37.90079642857144
128,BOL,Bolivia,44.3,45.4,43.27,85.71,31.36,64.7,61.2,68.2,78.4,61.3,63.4,53.6,66.6,"$2,600",1087070.75,54.57,41.51,60.17,88.41,54.70,50.48,53.95,48.17,81.04,63.57,71.09,78.91,63.26,90.06,37.25,55.98,61.64,52.21,88.58,33.49,44.3,35.9,49.8,83.6,40.0,1.989,1142000.0,51.35,56.32142857142857,55.800000000000004,81.99857142857142,54.151666666666664,44.495000000000005,69.62239285714286,52.06935000000001
129,PNG,Papua New Guinea,44.3,35.1,53.49,15.63,55.88,64.8,58.2,71.4,47.1,75.9,55.5,34.2,34.3,"$2,200",,,,,,,41.09,40.97,41.17,25.68,89.98,48.02,50.29,45.75,46.46,,39.35,47.26,34.09,34.04,55.36,32.4,28.4,35.1,27.3,47.6,2.046,140000.0,78.5,46.49428571428571,42.059999999999995,32.93,46.833333333333336,64.944,43.494620000000005,49.611720000000005
130,BGD,Bangladesh,44.0,32.33,55.57,14.92,70.72,58.0,53.6,62.4,5.5,77.1,43.5,38.2,25.3,"$2,000",138968.65,42.55,33.90,46.26,23.57,60.82,25.61,30.42,22.4,39.68,,41.77,40.36,43.18,63.77,,29.56,11.96,41.29,53.58,46.95,29.0,22.4,33.5,46.8,35.6,2.067,,44.300000000000004,38.77714285714286,32.752857142857145,35.65,43.05666666666667,57.592499999999994,42.891025,40.94993928571429
131,BDI,Burundi,43.9,22.56,65.25,51.5,78.02,54.7,37.6,71.7,62.5,81.5,51.6,30.6,37.2,$600,,,,,,,25.78,31.56,21.93,30.29,,43.37,38.94,47.81,64.71,,27.43,25.69,28.59,53.67,16.18,27.0,21.9,30.5,52.3,16.8,2.47,,89.85,39.111428571428576,29.835714285714285,50.31,44.29666666666666,48.125,49.588950000000004,35.87117857142857
132,ETH,Ethiopia,43.1,11.04,75.24,93.7,77.59,58.8,35.0,82.7,71.2,97.2,36.7,10.4,43.5,$800,1134616.89,52.71,22.68,65.57,67.56,81.30,39.43,35.21,42.24,83.78,,45.83,36.96,54.69,83.52,,44.78,32.8,52.77,78.99,64.18,34.4,25.2,40.6,72.2,26.1,2.806,849000.0,70.6,43.29142857142857,26.65857142857143,75.27,58.04,66.26750000000001,72.299175,39.729517857142866
133,MNG,Mongolia,42.8,42.73,42.86,80.73,36.94,68.1,66.6,69.6,88.0,57.5,48.8,47.8,71.7,"$1,900",1565594.38,45.37,46.57,44.85,69.47,19.66,44.67,55.12,37.7,73.25,25.06,64.39,67.86,60.92,83.56,77.08,57.51,61.97,54.54,75.28,53.98,32.2,27.6,35.3,73.1,16.6,1.775,529000.0,18.6,51.209999999999994,52.81142857142858,77.94571428571429,50.153333333333336,44.526666666666664,66.91742857142857,50.077457142857156
134,SEN,Senegal,42.3,27.23,57.32,78.1,51.44,62.8,58.4,67.3,29.5,70.7,52.2,39.9,67.6,"$1,700",197362.9,46.73,22.54,57.10,90.05,65.66,40.83,44.84,38.16,85.36,,63.73,60.36,67.1,93.36,,49.52,47.55,50.83,91.67,38.73,30.7,20.4,37.6,68.7,30.3,1.916,,65.25,48.86857142857143,42.66857142857143,73.47000000000001,53.05166666666667,47.792500000000004,64.99642500000002,44.35946785714287
135,UZB,Uzbekistan,42.3,64.12,20.42,21.75,37.27,65.0,78.2,51.7,23.9,46.9,52.3,57.7,38.3,"$1,800",422374.38,32.24,52.74,23.45,12.88,24.08,43.23,67.68,26.92,12.87,51.9,63.67,78.49,48.85,56.18,93.54,45.88,50.67,42.69,30.96,49.18,44.3,29.7,54.1,37.6,65.9,2.001,5346000.0,18.4,50.95428571428572,60.93714285714287,31.65142857142857,40.78,57.448333333333345,40.164407142857144,59.785835714285724
136,BHR,Bahrain,42.0,83.69,0.23,13.61,25.49,,,,,,,,,,,,,,,,51.83,83.22,30.9,4.99,39.57,70.07,74.03,66.12,56.54,67.71,55.15,65.28,48.41,33.26,44.31,51.0,49.2,52.2,18.9,67.1,2.085,12045000.0,,54.00999999999999,71.084,25.46,39.572,48.836,33.174080000000004,63.74216000000001
137,GNQ,Equatorial Guinea,41.9,35.04,48.77,77.06,37.44,,,,,,,,,,,,,,,,41.06,38.85,42.54,91.32,,69.59,65.42,73.77,91.8,,60.4,49.66,67.55,87.76,70.08,38.1,27.6,45.1,66.0,46.1,1.863,,,50.21,43.314,82.788,55.54600000000001,51.20666666666667,72.36616000000001,45.918580000000006
138,KHM,Cambodia,41.7,28.81,54.57,81.73,56.29,53.8,39.1,68.5,85.4,66.0,49.8,18.3,82.7,"$2,000",182473.12,55.29,31.25,65.59,94.75,73.93,35.44,42.73,30.58,78.93,,51.24,58.8,43.67,88.15,,43.23,39.81,45.51,80.53,47.63,33.6,30.5,35.6,60.1,30.9,1.882,6201000.0,72.85,44.1157142857143,36.864285714285714,79.64857142857144,46.405,50.205,69.93219285714287,41.26672142857143
139,BWA,Botswana,41.3,43.28,39.34,100.0,37.89,68.7,68.6,68.7,100.0,61.4,,,,,580647.2,53.74,45.69,57.18,100.00,48.53,47.6,62.04,37.98,100.0,16.57,70.72,72.37,69.07,93.75,75.67,51.7,37.19,61.37,98.31,47.24,40.4,20.2,53.8,91.6,37.9,1.801,,,53.40333333333333,50.61333333333334,97.27666666666666,55.04333333333333,46.11166666666666,80.39221666666666,49.12778333333334
140,IRQ,Iraq,41.0,39.57,42.42,0.0,64.15,53.9,67.1,40.8,1.6,40.6,,,,,435919.22,25.32,44.52,17.09,0.59,23.68,33.39,58.01,16.98,0.0,36.03,63.97,64.19,63.75,34.64,81.88,43.2,61.46,31.02,28.39,19.73,39.5,39.5,39.4,40.5,31.6,3.157,,,45.826666666666675,54.971666666666664,17.521666666666665,39.06166666666667,45.665,26.808966666666667,51.900466666666674
141,TCD,Chad,40.8,6.13,75.56,73.51,75.43,45.9,18.4,73.3,79.9,73.3,30.5,0.0,60.5,"$1,600",,,,,,,31.02,29.57,31.99,55.34,,37.83,28.46,47.21,80.62,,45.34,41.36,47.99,72.22,49.62,26.7,14.9,34.6,69.0,17.4,2.591,,56.599999999999994,36.870000000000005,19.83142857142857,70.1557142857143,51.775000000000006,53.93750000000001,64.80370357142858,31.08643214285715
142,ARE,United Arab Emirates,40.7,81.29,0.06,1.17,20.58,,,,,,,,,,79534.68,50.91,87.69,35.15,85.72,2.78,72.91,88.33,62.64,96.47,33.86,69.35,71.43,67.28,89.41,38.49,58.9,67.88,52.92,74.67,27.12,55.6,55.2,55.9,80.9,38.9,1.865,21286000.0,,59.492,72.826,68.524,47.760000000000005,31.790000000000003,56.40178000000001,59.28412
143,NGA,Nigeria,40.2,17.64,62.74,74.67,75.84,56.2,40.6,71.7,59.8,85.5,44.5,23.0,42.0,"$1,000",909041.16,40.14,16.54,50.26,52.69,60.03,39.2,34.05,42.63,57.54,70.55,58.27,53.01,63.53,75.43,82.17,54.76,36.64,66.84,71.64,73.85,31.0,13.9,42.4,53.6,50.8,2.725,,62.25,46.30428571428572,31.262857142857143,62.097142857142856,58.306666666666665,73.11833333333333,65.73413571428571,45.07516428571429
144,BEN,Benin,39.6,22.94,56.24,74.2,54.71,56.1,40.2,71.9,86.0,71.2,58.4,33.1,88.1,"$1,200",115937.18,50.38,21.63,62.70,79.80,58.72,32.42,34.49,31.04,65.88,,43.66,44.75,42.57,77.29,,38.17,36.36,39.37,75.08,34.35,30.0,20.3,36.4,67.0,30.7,2.125,295000.0,79.2,42.62142857142857,33.16285714285715,76.22142857142856,46.25333333333333,47.739999999999995,66.82255714285714,37.97331428571429
145,HTI,Haiti,39.5,28.06,50.93,3.14,58.37,60.7,50.1,71.3,6.2,84.1,48.9,38.4,17.4,"$1,500",27193.52,41.15,33.33,44.51,15.53,68.49,19.01,37.06,6.98,1.09,,43.28,50.01,36.55,24.41,,33.74,45.24,26.08,14.39,42.53,27.0,21.8,30.5,34.5,37.0,2.254,447000.0,62.800000000000004,38.87571428571429,38.667142857142856,14.447142857142856,37.056666666666665,55.5,27.994585714285716,44.221985714285715
146,MLI,Mali,39.4,9.34,69.51,24.32,78.39,44.3,13.4,75.2,37.2,82.4,33.9,8.6,45.0,$900,,,,,,,18.43,28.41,11.77,14.3,,41.48,38.36,44.59,73.03,,43.71,43.72,43.7,61.6,55.47,29.4,19.5,36.0,59.6,26.3,2.911,14000.0,56.65,35.80285714285714,23.047142857142855,45.00714285714286,46.79500000000001,60.64000000000001,50.165985714285725,35.45278571428572
147,TKM,Turkmenistan,38.4,51.24,25.55,30.36,35.05,71.3,78.1,64.4,58.1,58.2,52.3,57.4,30.3,"$5,700",479839.97,31.75,59.92,19.67,17.88,14.42,45.07,66.12,31.04,17.86,61.67,70.24,70.44,70.04,49.93,93.27,66.1,73.53,61.15,29.04,81.39,43.9,45.0,43.1,39.7,36.4,2.116,,16.2,55.32999999999999,63.118571428571435,36.470000000000006,49.21333333333334,60.99666666666666,44.5638,62.41834285714286
148,NER,Niger,37.6,0.06,75.08,68.89,75.4,39.1,6.0,72.1,83.0,73.6,25.7,1.0,39.0,$900,,,,,,,36.28,27.42,42.19,77.21,,37.48,25.11,49.86,88.33,,35.74,41.94,31.61,85.74,6.36,30.8,17.1,39.9,77.6,12.5,2.655,157000.0,53.25,34.67142857142857,16.947142857142858,74.25285714285714,51.79,41.965,63.59786428571429,25.20303571428572
149,TGO,Togo,36.4,23.15,49.71,75.85,54.58,62.3,52.0,72.6,63.3,82.4,52.8,28.3,68.5,"$1,600",57362.93,48.66,22.71,59.78,53.01,75.16,27.91,32.82,24.63,44.23,,46.1,42.96,49.24,71.34,,41.78,38.25,44.14,68.43,43.04,29.5,16.4,38.2,64.2,34.4,2.094,573000.0,78.55,42.39857142857142,33.41142857142857,65.12142857142858,46.419999999999995,53.605000000000004,61.321007142857155,40.07530714285715
150,AGO,Angola,36.3,18.29,54.4,58.43,53.85,39.5,8.9,70.1,58.9,74.6,39.3,7.8,47.3,"$2,100",1254991.88,47.57,20.84,59.02,41.20,68.90,28.69,35.44,24.19,41.7,,51.32,55.18,47.46,53.54,,37.44,33.79,39.88,39.19,48.86,29.7,20.4,35.9,39.3,49.0,1.982,218000.0,63.050000000000004,37.464285714285715,25.685714285714283,48.33714285714286,45.321666666666665,56.5775,51.05646071428572,35.880003571428574
151,MRT,Mauritania,33.7,25.97,41.36,20.85,56.86,44.2,33.2,55.2,34.6,57.0,32.0,28.4,5.9,"$1,800",,,,,,,27.19,37.3,20.44,32.63,,46.31,50.1,42.53,42.92,,39.24,50.01,32.05,31.65,39.84,27.7,20.0,32.8,19.2,32.6,2.193,,40.599999999999994,35.76285714285714,34.997142857142855,26.821428571428573,37.39666666666667,46.574999999999996,33.34010714285715,38.817835714285714
152,CAF,Central African Republic,33.3,22.31,44.37,100.0,30.95,,,,,,,,,,,,,,,,42.94,31.08,50.85,97.0,,46.46,37.29,55.62,90.87,,36.42,29.16,41.26,89.6,17.55,36.9,12.2,53.5,84.7,45.4,3.021,,,39.204,26.407999999999998,92.434,49.12,31.3,72.25978,28.02236
153,SLE,Sierra Leone,32.1,8.88,55.36,37.08,60.74,40.0,18.2,61.9,6.0,69.6,49.5,20.4,56.2,$600,,,,,,,21.74,27.89,17.64,23.54,,45.98,41.05,50.91,75.46,,42.54,41.8,43.03,68.63,48.19,25.7,19.1,30.2,52.9,24.9,1.803,57000.0,76.9,36.794285714285714,25.33142857142857,45.68714285714285,43.173333333333325,50.8575,47.39336071428571,33.75503214285715
154,TWN,Taiwan,,,,,,80.8,96.6,65.1,66.7,65.5,79.1,93.5,67.3,"$25,300",36384.86,62.23,95.03,48.17,72.65,23.73,62.18,90.44,43.33,71.39,57.69,74.88,76.62,73.14,76.61,76.82,72.84,69.85,74.83,83.03,82.23,57.2,59.2,55.8,65.0,63.1,1.618,,59.05,71.16666666666666,81.035,71.67166666666667,62.44,69.06800000000001,70.81245666666668,77.08589
155,LBR,Liberia,,,,,,,,,,,51.0,23.3,36.7,$900,,,,,,,23.95,37.99,14.59,4.13,,43.42,46.88,39.97,49.67,,41.62,43.73,40.21,34.35,73.11,22.6,21.3,23.6,32.6,24.9,1.973,,83.9,36.518,34.64,31.49,29.5925,49.004999999999995,37.26995,39.380449999999996
156,SRB,Serbia,,,,,,,,,,,,,,,92633.31,46.14,72.69,34.76,35.00,20.11,,,,,,78.67,83.35,73.98,61.46,83.34,57.49,61.18,55.03,49.84,61.77,55.2,47.8,60.2,57.4,68.1,1.832,1711000.0,,63.78666666666667,64.11,56.23333333333334,63.06999999999999,71.07000000000001,61.12943333333334,66.4068
157,TON,Tonga,,,,,,,,,,,,,,,,,,,,,61.68,75.43,52.51,92.16,41.88,66.86,84.42,49.3,79.33,,62.49,62.51,62.48,82.75,49.38,45.1,43.6,46.0,37.3,56.6,,54000.0,,59.0325,66.49000000000001,72.885,52.5725,49.28666666666667,65.09755000000001,60.81290000000001
158,KIR,Kiribati,,,,,,,,,,,,,,,,,,,,,55.82,51.45,58.73,100.0,,60.48,73.64,47.33,87.32,,55.26,48.48,59.78,85.71,43.71,37.7,22.9,47.5,82.1,32.2,,7100.0,,52.315,49.1175,88.7825,53.335,37.955,72.00942500000001,45.433875
159,SYC,Seychelles,,,,,,,,,,,,,,,,,,,,,55.56,83.36,37.02,72.42,26.83,64.92,92.85,36.99,80.99,,66.02,77.72,58.22,63.49,93.25,58.2,50.8,63.1,78.9,70.7,,362000.0,,61.175,76.18249999999999,73.95,48.8325,63.593333333333334,70.5323,72.028075
160,DMA,Dominica,,,,,,,,,,,,,,,,,,,,,47.08,72.51,30.12,66.29,27.95,73.25,86.53,59.98,81.02,,59.38,69.45,52.67,79.21,51.78,44.6,46.8,43.1,56.3,55.1,,63000.0,,56.0775,68.8225,70.705,46.467499999999994,44.943333333333335,62.20365,60.942375000000006
161,BHS,Bahamas,,,,,,,,,,,,,,,,,,,,,46.58,73.83,28.42,75.53,0.0,,,,,,54.99,73.68,42.52,86.22,18.76,43.5,53.1,37.0,78.8,28.7,,,,48.35666666666666,66.86999999999999,80.18333333333334,35.98,15.82,58.94343333333334,50.02349999999999
162,VUT,Vanuatu,,,,,,,,,,,,,,,,,,,,,45.88,57.12,38.39,27.46,,57.74,66.63,48.85,50.35,,44.55,50.46,40.61,35.58,28.41,28.9,26.7,30.4,30.0,32.0,,116000.0,,44.267500000000005,50.2275,35.8475,39.5625,30.205,33.985475,43.620075
163,BRB,Barbados,,,,,,,,,,,,,,,,,,,,,45.5,87.58,17.45,2.28,12.38,54.96,86.83,23.09,26.5,,55.76,84.73,36.45,27.14,34.57,45.6,60.7,35.6,12.6,59.1,,680000.0,,50.455,79.96,17.13,28.1475,35.35,23.1426,65.2387
164,CIV,Cote d'Ivoire,,,,,,,,,,,,,,,,,,,,,39.72,39.08,40.15,81.23,49.3,59.89,56.41,63.36,90.88,73.63,,,,,,25.8,19.4,30.1,62.0,20.2,,1965000.0,,41.803333333333335,38.29666666666666,78.03666666666668,44.53666666666666,47.71,68.02886666666667,41.40306666666667
165,TLS,Timor-Leste,,,,,,,,,,,,,,,,,,,,,39.41,44.92,35.74,60.43,,55.79,64.04,47.54,71.39,,49.54,51.02,48.56,73.47,45.01,35.3,28.9,39.5,64.5,23.4,1.839,75000.0,,45.00999999999999,47.220000000000006,67.44749999999999,42.835,34.205,56.477475,42.925050000000006
166,GRD,Grenada,,,,,,,,,,,,,,,,,,,,,35.24,75.92,8.12,3.74,4.14,63.28,89.79,36.78,48.53,,50.93,69.82,38.34,56.78,21.61,43.1,46.3,40.9,31.5,59.0,,185000.0,,48.1375,70.4575,35.1375,31.035000000000004,28.25,32.864625000000004,56.529025
167,COM,Comoros,,,,,,,,,,,,,,,,,,,,,31.39,47.4,20.72,0.0,,49.2,54.68,43.72,68.38,,44.24,47.06,42.37,55.8,49.44,32.1,27.3,35.3,36.3,41.7,,35900.0,,39.2325,44.11,40.12,35.5275,45.57,41.9185,44.591800000000006
168,AFG,Afghanistan,,,,,,,,,,,,,,,,,,,,,21.57,34.61,12.87,2.52,,37.5,52.92,22.08,21.25,,37.74,36.76,38.4,13.44,33.04,25.5,20.0,29.2,21.9,22.2,3.554,,,30.5775,36.0725,14.7775,25.6375,27.619999999999997,19.015525,33.283175
169,LSO,Lesotho,,,,,,,,,,,,,,,,,,,,,20.81,43.31,5.82,1.3,,47.17,56.74,37.59,26.17,,33.78,29.78,36.45,17.43,44.79,28.0,11.8,38.8,22.5,52.4,2.089,1173000.0,,32.44,35.407500000000006,16.85,29.665000000000003,48.595,27.325850000000003,39.759375000000006
170,MNE,Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,78.89,89.6,68.19,67.72,64.29,61.33,72.61,53.81,73.77,46.85,46.3,46.7,46.1,36.6,65.6,1.801,2077000.0,,62.173333333333325,69.63666666666666,59.36333333333334,56.03333333333333,58.913333333333334,59.21483333333334,66.09796666666666
171,WSM,Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,70.2,83.33,57.06,61.86,,54.5,61.94,49.55,49.04,42.8,37.3,42.4,33.9,29.9,35.0,,164000.0,,54.0,62.556666666666665,46.93333333333334,46.836666666666666,38.9,44.28233333333334,54.749966666666666
172,CPV,Cabo Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,60.9,54.3,20.67,69.56,32.8,30.4,34.5,14.3,39.5,,710000.0,,44.87,45.65,17.485,44.4,54.53,29.709850000000003,48.5804
173,FSM,Micronesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8,59.88,43.07,27.6,35.17,33.0,30.8,34.5,6.9,39.0,,,,41.4,45.34,17.25,38.785,37.085,23.795550000000002,42.61585000000001
174,COG,Republic of Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.39,20.89,56.73,91.0,59.34,30.8,18.1,39.2,71.7,37.1,,,,36.595,19.495,81.35,47.965,48.22,70.4171,28.974250000000005
175,LCA,Saint Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.18,71.03,46.28,62.71,40.29,43.1,47.8,40.0,36.9,54.8,,,,49.64,59.415,49.805,43.14,47.545,49.059200000000004,55.4979
176,VCT,Saint Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.48,67.38,65.88,85.1,55.95,48.4,44.1,51.3,47.6,70.2,,,,57.44,55.739999999999995,66.35,58.589999999999996,63.075,65.26925,58.16055
177,MHL,Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.8,32.6,29.6,11.4,39.6,,6800.0,,30.8,32.6,11.4,29.6,39.6,20.706000000000003,34.910000000000004
178,MKD,North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.4,43.6,63.2,62.1,75.2,1.704,707000.0,,55.4,43.6,62.1,63.2,75.2,66.423,54.028000000000006
179,SWZ,Eswatini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8,17.6,44.6,38.4,56.9,2.033,782000.0,,33.8,17.6,38.4,44.6,56.9,44.505,30.569000000000003
