,Country Name,Country Code,Indicator Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
189,Pre-demographic dividend,PRE,"International tourism, number of departures",,,,,,,,,,,
190,Puerto Rico,PRI,"International tourism, number of departures",980000.0,924000.0,876000.0,839000.0,793000.0,746000.0,789000.0,792000.0,,,
191,"Korea, Dem. People’s Rep.",PRK,"International tourism, number of departures",,,,,,,,,,,
192,Portugal,PRT,"International tourism, number of departures",,,1361000.0,1490000.0,1502000.0,1893000.0,1941000.0,2195000.0,2486000.0,,
193,Paraguay,PRY,"International tourism, number of departures",302000.0,347000.0,400000.0,440000.0,426000.0,1008000.0,1503000.0,1548000.0,1266000.0,,
194,West Bank and Gaza,PSE,"International tourism, number of departures",,,,,,,,,,,
195,Pacific island small states,PSS,"International tourism, number of departures",,,,,,,,,,,
196,Post-demographic dividend,PST,"International tourism, number of departures",562535137.540028,572864092.353116,583273148.023201,593784077.756766,606784918.441403,632956076.540651,668714626.83064,704095025.473462,730981567.134786,,
197,French Polynesia,PYF,"International tourism, number of departures",89000.0,84000.0,83000.0,,48000.0,55000.0,48000.0,55000.0,47000.0,,
198,Qatar,QAT,"International tourism, number of departures",,,,,,,,,,,
199,Romania,ROU,"International tourism, number of departures",10905000.0,10936000.0,11149000.0,11364000.0,12299000.0,13118000.0,16128000.0,19953000.0,21039000.0,,
200,Russian Federation,RUS,"International tourism, number of departures",39323000.0,43726000.0,47813000.0,54069000.0,45889000.0,34550000.0,31659000.0,39629000.0,41964000.0,,
201,Rwanda,RWA,"International tourism, number of departures",,,,,,,,,,,
202,South Asia,SAS,"International tourism, number of departures",19125115.5531028,20658496.8691903,22014160.8856421,23161348.8390597,25431129.9501325,28138552.8270597,30194692.2477008,32864565.9790369,35959133.4949891,,
203,Saudi Arabia,SAU,"International tourism, number of departures",17827000.0,15281320.0,18671000.0,19153960.0,19824490.0,20819000.0,21207000.0,21146000.0,21866000.0,,
204,Sudan,SDN,"International tourism, number of departures",,,,,,,,,,,
205,Senegal,SEN,"International tourism, number of departures",,,,,,,,,,,
206,Singapore,SGP,"International tourism, number of departures",7342000.0,7753000.0,8048000.0,8647000.0,8647000.0,8903000.0,9125000.0,9474000.0,9889000.0,,
207,Solomon Islands,SLB,"International tourism, number of departures",,,,,,,,,,,
208,Sierra Leone,SLE,"International tourism, number of departures",76000.0,99000.0,104000.0,111000.0,93000.0,61000.0,92000.0,110000.0,112000.0,,
209,El Salvador,SLV,"International tourism, number of departures",999000.0,1160000.0,1163000.0,1166000.0,1163000.0,1250000.0,1411000.0,1394000.0,1260000.0,,
210,San Marino,SMR,"International tourism, number of departures",,,,,,,,,,,
211,Somalia,SOM,"International tourism, number of departures",,,,,,,,,,,
212,Serbia,SRB,"International tourism, number of departures",,,,,,,,,,,
213,Sub-Saharan Africa (excluding high income),SSA,"International tourism, number of departures",,,,,,,,,,,
214,South Sudan,SSD,"International tourism, number of departures",,,,,,,,,,,
215,Sub-Saharan Africa,SSF,"International tourism, number of departures",,,,,,,,,,,
216,Small states,SST,"International tourism, number of departures",,,,,,,,,,,
217,Sao Tome and Principe,STP,"International tourism, number of departures",,,,,,,,,,,
218,Suriname,SUR,"International tourism, number of departures",,,,,,,,,,,
219,Slovak Republic,SVK,"International tourism, number of departures",2692000.0,3285000.0,2689000.0,2129000.0,2406000.0,2777000.0,3095000.0,3870000.0,,,
220,Slovenia,SVN,"International tourism, number of departures",2874000.0,2722000.0,2474000.0,2612000.0,2642000.0,2867000.0,2853000.0,3013000.0,3188000.0,,
221,Sweden,SWE,"International tourism, number of departures",13042000.0,14651000.0,15548000.0,15917000.0,,,,21232000.0,,,
222,Eswatini,SWZ,"International tourism, number of departures",1141000.0,1264000.0,1403000.0,1573000.0,1657000.0,1713000.0,1789000.0,1751000.0,1717000.0,,
223,Sint Maarten (Dutch part),SXM,"International tourism, number of departures",,,,,,,,,,,
224,Seychelles,SYC,"International tourism, number of departures",59000.0,48000.0,45000.0,47000.0,50000.0,56000.0,68000.0,74000.0,72000.0,,
225,Syrian Arab Republic,SYR,"International tourism, number of departures",6259000.0,,,,,,,,,,
226,Turks and Caicos Islands,TCA,"International tourism, number of departures",,,,,,,,,,,
227,Chad,TCD,"International tourism, number of departures",39000.0,76000.0,79000.0,,,,56000.0,52000.0,,,
