ISO3V10,Country,EPI_regions,GEO_subregion,Population2005,GDP_capita MRYA,landlock,landarea,density,EPI,ENVHEALTH,ECOSYSTEM,ENVHEALTH,AIR_E,WATER_E,BIODIVERSITY,PRODUCTIVE_NATURAL_RESOURCES,CLIMATE,DALY_SC,WATER_H,AIR_H,AIR_E,WATER_E,BIODIVERSITY,FOREST,FISH,AGRICULTURE,CLIMATE,ACSAT_pt,WATSUP_pt,DALY_pt,INDOOR_pt,PM10_pt,OZONE_H_pt,SO2_pt,OZONE_E_pt,WATQI_pt,WATQI_GEMS station data,FORGRO_pt,CRI_pt,EFFCON_pt,AZE_pt,MPAEEZ_pt,EEZTD_pt,MTI_pt,IRRSTR_pt,AGINT_pt,AGSUB_pt,BURNED_pt,PEST_pt,GHGCAP_pt,CO2IND_pt,CO2KWH_pt,ACSAT,WATSUP,DALY,INDOOR,PM10,OZONE_H,SO2,OZONE_E,WATQI,WATQI_GEMS station data,WATSTR,FORGRO,CRI,EFFCON,AZE,MPAEEZ,EEZTD,MTI,IRRSTR,AGINT,AGSUB,BURNED,PEST,GHGCAP,CO2IND,CO2KWH
KAZ,Kazakhstan,Central and Eastern Europ,Central Asia,14825.1,7652.2,1,2619353.45,0.5,65.0,91.5,38.4,91.5,95.8,60.3,22.9,87.0,16.1,98.2,71.7,97.9,95.8,60.3,22.9,100.0, ,74.1,16.1,67.3,76.2,98.2,94.7,100.0,100.0,91.5,100.0,42.8,,100.0,24.6,21.3, ,100.0, , ,82.9,86.2,100.0,55.9,45.5,48.4,0.0,0.0,72.0,86.0,1.0,5.0,18.8,0.1,3.6,35074.5,65.6,,20.1,1.0,0.1,2.1, ,10.0, , ,14.6,0.0,8.7,6.0,10.0,29.0,8.3,1137.0
KEN,Kenya,Sub-Saharan Africa,Eastern Africa,34255.7,1137.4,0,579617.08,12.2,69.0,54.5,83.5,54.5,99.7,70.5,89.0,83.9,84.1,58.5,33.6,67.4,99.7,70.5,89.0,90.4,84.1,77.0,84.1,33.3,33.8,58.5,34.1,84.3,100.0,99.4,100.0,56.4,56.4,90.4,100.0,82.8,100.0,12.0,91.3,76.9,95.3,97.9,92.3,81.4,18.2,100.0,85.3,66.9,43.0,61.0,23.0,62.6,38.7,0.1,0.3,72537.7,73.8,73.8,13.9,1.0,0.5,8.3,100.0,1.2,0.0,0.1,4.0,3.6,1.3,2.5,4.0,1.8,1.9,307.0
KGZ,Kyrgyzstan,Central and Eastern Europ,Central Asia,5263.8,1749.3,1,185317.14,2.5,69.6,76.2,63.0,76.2,99.7,60.1,26.1,95.8,61.5,91.0,56.5,66.4,99.7,60.1,26.1,100.0, ,91.6,61.5,52.0,61.0,91.0,20.0,96.3,99.5,99.5,99.8,42.8,,100.0,56.4,21.9,0.0,100.0, , ,87.3,100.0,100.0,88.8,81.8,93.5,0.0,91.2,59.0,77.0,5.0,76.0,24.4,9.5,0.2,766225.0,65.6,,20.5,1.1,0.3,2.2,0.0,10.0, , ,10.8,0.0,0.0,1.5,18.0,5.6,8.1,82.0
KHM,Cambodia,East Asia and the Pacific,South East Asia,14071.0,2628.8,0,179559.26,21.6,53.8,39.1,68.5,39.1,98.8,73.7,85.4,44.4,66.0,54.9,1.5,45.0,98.8,73.7,85.4,56.1,0.0,77.0,66.0,2.9,0.0,54.9,0.0,63.3,98.5,99.5,98.2,47.4,47.4,56.1,100.0,100.0, ,9.0,0.0, ,100.0,88.3,100.0,87.8,9.1,97.9,100.0,0.0,17.0,41.0,25.0,95.0,63.6,27.6,0.2,7370949.8,68.4,68.4,0.0,0.9,0.5,10.0, ,0.9, ,1.0,0.0,0.0,7.4,1.7,2.0,3.3,0.1,1206.0
KOR,South Korea,East Asia and the Pacific,Northeast Asia,47816.9,20571.6,0,98977.42,61.9,79.4,95.6,63.1,95.6,45.0,84.1,11.9,71.0,71.5,99.1,93.2,91.2,45.0,84.1,11.9,100.0,46.6,66.5,71.5,100.0,86.4,99.1,94.7,84.7,97.0,0.0,90.0,78.9,78.9,100.0,17.2,12.6, ,6.0,19.9,73.3,100.0,93.3,0.0,70.8,68.2,82.7,76.9,54.9,100.0,92.0,0.5,5.0,38.2,56.0,43.3,41059799.0,87.3,87.3,9.7,1.2,0.1,1.3, ,0.6,0.0,0.8,0.0,63.0,4.2,4.0,15.0,11.2,2.4,418.0
KWT,Kuwait,Middle East and North Africa,Arabian Peninsula,2686.9,23416.4,0,17259.47,8.3,64.5,92.0,37.1,92.0,79.3,0.0,27.6,64.5,38.6,99.8,100.0,68.3,79.3,0.0,27.6,100.0,29.0, ,38.6,100.0,100.0,99.8,94.7,26.0,100.0,58.5,100.0,0.0,,100.0,73.7,0.0, ,6.0,0.0,57.9,0.0,100.0,100.0, ,95.5,46.1,56.8,13.0,100.0,100.0,0.1,5.0,107.9,0.0,17.5,0.0,39.9,,90.6,1.2,0.4,0.0, ,0.6,0.0,1.0,85.0,0.0,0.0, ,21.0,30.1,3.8,807.0
LAO,Laos,East Asia and the Pacific,South East Asia,5924.1,2012.9,1,230230.75,2.2,66.3,39.8,92.8,39.8,90.0,90.2,97.1,93.4,92.4,49.5,17.5,42.7,90.0,90.2,97.1,89.7, ,97.1,92.4,18.1,16.8,49.5,0.0,77.0,59.5,99.4,80.6,80.5,80.5,89.7,100.0,94.2, ,100.0, , ,100.0,99.6,100.0,99.7,86.4,84.2,96.8,96.2,30.0,51.0,28.0,95.0,47.4,749.5,0.2,79587799.0,88.3,88.3,0.0,1.0,0.5,9.4, ,10.0, , ,0.0,0.0,0.3,0.0,19.0,10.4,1.1,35.5
LBN,Lebanon,Middle East and North Africa,Mashriq,3576.8,4876.2,0,10327.78,63.1,70.3,95.5,45.0,95.5,87.8,44.5,1.0,90.0,40.7,96.4,98.8,90.5,87.8,44.5,1.0,100.0,78.0,92.0,40.7,97.7,100.0,96.4,94.7,81.6,100.0,75.5,100.0,0.0,,100.0,2.9,0.0, ,0.0,91.0,65.1,98.9,77.0,100.0,93.3,90.9,93.9,0.0,28.1,98.0,100.0,2.0,5.0,41.8,0.0,10.3,0.0,39.9,,10.0,1.1,0.0,0.0, ,0.0,0.0,0.1,0.9,0.0,14.5,0.9,20.0,5.4,8.1,667.0
LKA,Sri Lanka,South Asia,South Asia,20742.9,4391.4,0,65830.04,68.3,79.5,78.8,80.3,78.8,98.1,79.7,62.6,75.0,85.6,97.3,76.9,43.5,98.1,79.7,62.6,51.5,82.3,91.2,85.6,89.5,64.3,97.3,29.4,29.5,100.0,96.1,100.0,77.6,77.6,51.5,97.6,50.8,100.0,2.0,79.9,84.6,95.1,79.5,100.0,99.6,81.8,100.0,99.7,57.1,91.0,79.0,1.5,67.1,103.8,0.0,1.6,0.0,86.5,86.5,16.5,0.9,0.5,5.1,100.0,0.2,0.0,0.2,4.2,0.0,13.0,0.1,18.0,1.9,0.9,398.0
LTU,Lithuania,Europe,Central Europe,3431.0,14020.4,0,64995.07,2.4,86.2,95.1,77.4,95.1,98.4,95.1,11.0,81.2,88.7,98.2,86.0,97.9,98.4,95.1,11.0,100.0,64.1,79.4,88.7,83.9,88.1,98.2,94.7,100.0,100.0,96.7,100.0,96.2,96.2,100.0,13.0,7.3, ,26.0,50.3,77.9,100.0,43.9,54.8,98.2,100.0,91.7,88.4,86.0,86.2,93.0,1.0,5.0,10.1,0.0,1.4,0.0,97.7,97.7,5.4,1.1,0.1,0.7, ,2.6,0.0,0.5,0.0,21.1,35.5,0.2,22.0,6.5,1.6,130.0
LUX,Luxembourg,Europe,Western Europe,464.9,59852.5,1,2587.12,40.9,83.1,99.3,66.9,99.3,91.1,71.1,56.7,91.1,59.0,99.6,100.0,97.8,91.1,71.1,56.7,100.0, ,82.1,59.0,100.0,100.0,99.6,94.7,100.0,99.4,82.3,100.0,42.3,42.3,100.0,66.9,46.5, ,100.0, , ,100.0,100.0,22.8,92.4,95.5,54.3,57.9,64.6,100.0,100.0,0.2,5.0,17.5,10.6,7.5,64060.2,65.3,65.3,0.0,1.0,0.3,4.7, ,10.0, , ,0.0,36.0,0.0,1.0,21.0,25.9,3.7,328.0
LVA,Latvia,Europe,Central Europe,2307.0,13724.5,0,64195.65,4,88.8,95.2,82.4,95.2,99.5,98.0,42.4,86.0,86.9,99.5,86.3,95.7,99.5,98.0,42.4,100.0,75.0,83.0,86.9,74.3,98.3,99.5,89.3,100.0,100.0,99.0,100.0,96.0,96.0,100.0,61.3,42.1, ,1.0,85.0,65.1,100.0,71.9,49.5,98.0,95.5,93.4,84.8,82.5,78.0,99.0,0.3,10.2,15.9,0.0,0.4,0.0,97.6,97.6,0.0,1.1,0.3,4.2, ,0.1,0.0,0.2,0.0,23.6,17.8,0.3,21.0,5.7,1.9,162.0
MAR,Morocco,Middle East and North Africa,Northern Africa,31478.5,4346.4,0,403759.34,12,72.1,85.2,59.0,85.2,99.2,44.7,15.4,78.6,66.5,87.4,68.1,97.8,99.2,44.7,15.4,100.0,71.1,64.7,66.5,68.4,67.7,87.4,94.5,100.0,100.0,98.5,100.0,41.9,41.9,100.0,30.4,9.9, ,2.0,55.1,87.2,36.3,7.2,100.0,93.7,86.4,99.4,83.9,16.1,73.0,81.0,7.0,5.2,19.8,0.0,0.6,0.0,65.1,65.1,47.6,1.1,0.2,1.0, ,0.2,0.0,0.4,54.2,0.0,58.7,0.9,19.0,2.5,2.0,778.0
MDA,Moldova,Central and Eastern Europ,Eastern Europe,4205.7,2151.0,1,34013.1,18.4,70.7,85.0,56.4,85.0,99.5,35.7,2.4,79.2,67.8,99.3,74.5,67.1,99.5,35.7,2.4,100.0, ,58.5,67.8,62.6,86.4,99.3,33.7,84.1,100.0,99.1,100.0,31.7,,100.0,3.0,1.7, ,100.0, , ,97.0,0.0,100.0,0.0,95.5,98.6,60.3,44.4,68.0,92.0,0.4,63.0,38.9,0.0,0.4,0.0,58.9,,54.7,1.1,0.0,0.2, ,10.0, , ,2.6,0.0,80.9,13.7,21.0,3.0,3.6,516.0
MDG,Madagascar,Sub-Saharan Africa,Western Indian Ocean,18605.9,840.2,0,592965.42,3.7,54.6,37.6,71.6,37.6,99.8,58.1,35.2,84.6,79.8,40.5,17.8,51.5,99.8,58.1,35.2,93.7,72.1,88.1,79.8,20.5,15.1,40.5,0.0,78.7,100.0,99.6,100.0,29.4,,93.7,54.5,25.1,59.4,2.0,72.1, ,97.8,99.7,98.6,71.6,72.7,98.2,93.7,47.5,32.0,50.0,33.0,95.0,45.4,0.0,0.2,0.0,57.5,,11.9,1.0,0.3,2.5,59.4,0.2, ,0.3,1.9,0.7,0.2,3.9,16.0,3.2,1.3,486.8
MEX,Mexico,Latin America and Caribbe,Meso America,107029.4,9967.3,0,1943058.29,8.7,79.8,91.3,68.3,91.3,88.7,58.5,41.8,87.4,71.5,96.4,85.2,87.1,88.7,58.5,41.8,95.1,89.6,77.6,71.5,75.4,94.9,96.4,85.1,83.7,98.0,94.7,82.8,51.7,51.7,95.1,76.9,48.1,31.0,11.0,79.2,100.0,78.4,84.7,63.6,79.7,81.8,91.1,78.9,44.5,79.0,97.0,2.0,14.2,39.3,36.7,2.2,70597002.2,71.0,71.0,31.5,1.0,0.4,4.8,31.0,1.1,0.0,0.2,18.4,17.0,9.7,2.8,18.0,6.9,2.3,515.0
MKD,Macedonia,Central and Eastern Europ,Central Europe,2034.1,6579.7,1,24697.07,20.2,75.1,86.1,64.1,86.1,96.1,69.7,15.8,91.2,65.5,92.8,71.7,87.2,96.1,69.7,15.8,100.0, ,82.5,65.5,68.6,74.8,92.8,68.4,99.7,100.0,92.2,100.0,39.4,39.4,100.0,20.2,11.4, ,100.0, , ,100.0,100.0,100.0,67.0,45.5,94.3,71.6,30.5,73.2,85.1,4.0,30.0,20.4,0.0,3.3,0.0,63.6,63.6,0.0,1.0,0.1,1.1, ,10.0, , ,0.0,0.0,0.0,4.5,10.0,5.2,2.8,645.0
MLI,Mali,Sub-Saharan Africa,Western Africa,13518.4,942.0,1,1248145.58,0.7,44.3,13.4,75.2,13.4,96.2,76.9,37.2,80.8,82.4,4.5,26.0,18.6,96.2,76.9,37.2,82.9, ,78.8,82.4,36.8,15.1,4.5,0.0,0.0,93.1,99.8,92.6,68.6,68.6,82.9,56.5,17.9, ,100.0, , ,80.0,100.0,100.0,95.9,18.2,93.7,100.0,53.4,46.0,50.0,53.0,95.0,165.2,127.0,0.1,30218700.8,81.1,81.1,13.5,1.0,0.3,1.8, ,10.0, , ,17.0,0.0,0.0,0.6,4.0,5.5,0.8,432.1
MMR,Myanmar,East Asia and the Pacific,South East Asia,50519.5,1800.0,0,669707.48,23.1,65.1,63.9,66.3,63.9,81.4,83.5,24.5,61.2,73.8,73.0,67.9,41.9,81.4,83.5,24.5,88.9,0.0,94.6,73.8,73.1,62.6,73.0,0.0,58.9,91.4,99.5,63.2,69.2,,88.9,29.3,45.6,16.7,2.0,0.0, ,96.1,99.6,100.0,95.3,81.8,93.2,67.5,60.7,77.0,78.0,15.0,95.0,68.8,160.0,0.2,150876999.7,81.5,,1.9,1.0,0.1,4.6,16.7,0.2, ,1.0,3.3,0.0,0.2,0.6,18.0,5.8,3.1,365.0
MNG,Mongolia,East Asia and the Pacific,Northeast Asia,2646.5,2034.0,1,1546296.94,0.3,68.1,66.6,69.6,66.6,98.5,66.1,88.0,85.7,57.5,80.2,43.8,62.2,98.5,66.1,88.0,83.0, ,88.4,57.5,52.0,35.5,80.2,46.3,59.2,100.0,97.0,100.0,44.6,44.6,83.0,100.0,76.1, ,100.0, , ,77.7,99.8,100.0,87.4,77.3,75.9,54.0,42.5,59.0,62.0,11.0,51.0,68.4,0.0,1.3,0.0,66.7,66.7,11.3,1.0,0.5,7.6, ,10.0, , ,19.0,0.0,0.2,1.7,17.0,14.7,4.0,533.0
MOZ,Mozambique,Sub-Saharan Africa,Southern Africa,19792.3,1162.4,0,777123.23,2.2,53.9,25.5,82.4,25.5,98.3,57.3,55.4,71.2,99.8,15.3,11.8,59.6,98.3,57.3,55.4,94.4,55.4,63.8,99.8,20.5,3.2,15.3,15.8,84.0,98.3,99.4,97.2,29.4,,94.4,99.8,92.8,0.0,20.0,72.3,38.4,98.3,99.9,100.0,16.4,4.5,99.4,100.0,99.9,32.0,43.0,47.0,80.0,39.1,31.9,0.2,11555000.3,57.5,,13.4,1.0,0.5,9.3,0.0,2.0,0.0,0.3,1.5,0.0,0.1,11.4,1.0,2.5,0.4,1.0
MRT,Mauritania,Sub-Saharan Africa,Western Africa,3068.7,2160.6,0,1036904.89,0.2,44.2,33.2,55.2,33.2,99.8,51.3,34.6,58.8,57.0,31.5,21.5,48.3,99.8,51.3,34.6,30.9,76.3,69.2,57.0,22.8,20.2,31.5,40.7,30.0,100.0,99.6,100.0,20.1,,30.9,64.0,4.3, ,40.0,68.1,84.6,32.5,100.0,100.0,99.7,13.6,59.4,80.5,31.1,34.0,53.0,38.0,56.3,103.3,0.0,0.2,0.0,52.0,,15.8,0.8,0.3,0.4, ,4.0,0.0,0.3,57.4,0.0,0.0,0.0,3.0,23.3,2.2,639.6
MUS,Mauritius,Sub-Saharan Africa,Western Indian Ocean,1244.7,11622.1,0,1993.16,82.3,78.1,97.7,58.5,97.7,94.4,64.7,21.9,93.4,53.5,98.2,96.5,97.9,94.4,64.7,21.9,87.4,99.5, ,53.5,93.0,100.0,98.2,94.7,100.0,100.0,88.8,100.0,29.4,,87.4,12.6,0.0,75.0,0.0,99.1,100.0, , ,100.0, ,95.5,36.8,91.1,32.6,94.0,100.0,1.0,5.0,16.0,0.0,4.7,0.0,57.5,,0.0,1.0,0.1,0.0,75.0,0.0,0.0,0.0, ,0.0, , ,21.0,35.0,1.5,625.0
MWI,Malawi,Sub-Saharan Africa,Southern Africa,12883.9,631.5,1,94968.41,40.5,59.9,34.0,85.8,34.0,99.6,57.0,90.1,76.8,94.5,15.3,54.3,51.1,99.6,57.0,90.1,79.8, ,73.9,94.5,54.4,54.2,15.3,0.0,77.7,100.0,99.3,100.0,29.4,,79.8,91.7,78.6,100.0,100.0, , ,99.6,97.5,100.0,72.3,0.0,97.8,96.1,89.6,61.0,73.0,47.0,95.0,46.5,0.8,0.3,185559.0,57.5,,13.9,1.0,0.5,7.9,100.0,10.0, , ,0.3,0.0,1.6,3.8,0.0,3.4,1.1,96.1
MYS,Malaysia,East Asia and the Pacific,South East Asia,25347.4,10091.0,0,330798.79,11.8,84.0,96.7,71.2,96.7,97.9,84.4,68.3,83.2,61.9,98.2,95.6,94.9,97.9,84.4,68.3,100.0,52.8,96.8,61.9,93.0,98.3,98.2,94.7,92.5,100.0,95.9,99.9,69.6,69.6,100.0,99.4,97.3,66.7,10.0,5.7,100.0,100.0,97.1,96.0,99.9,90.9,73.7,72.0,40.0,94.0,99.0,1.0,5.0,28.9,0.9,1.7,380622.0,81.7,81.7,0.7,1.0,0.5,9.7,66.7,1.0,0.0,0.9,0.0,1.9,1.8,0.0,20.0,15.8,2.8,557.0
NAM,Namibia,Sub-Saharan Africa,Southern Africa,2031.3,7037.8,0,819961.13,0.1,70.6,60.9,80.4,60.9,85.7,36.0,73.4,76.1,96.5,76.6,45.1,45.2,85.7,36.0,73.4,79.6,77.4,71.3,96.5,12.3,77.9,76.6,32.1,81.0,0.0,98.7,72.7,29.4,,79.6,100.0,97.8, ,0.0,54.8,100.0,48.7,100.0,100.0,94.3,13.6,92.4,100.0,97.2,25.0,87.0,13.0,64.5,42.6,3228.0,0.6,111887994.9,57.5,,52.0,1.0,0.5,9.8, ,0.0,0.0,0.5,43.6,0.0,0.0,0.8,3.0,6.2,0.6,26.0
NER,Niger,Sub-Saharan Africa,Western Africa,13957.0,700.3,1,1157232.49,2,39.1,6.0,72.1,6.0,99.7,44.9,83.0,74.1,73.6,0.0,4.2,19.9,99.7,44.9,83.0,82.3, ,65.9,73.6,0.0,8.3,0.0,0.0,0.0,99.6,99.8,99.6,21.4,21.4,82.3,99.7,66.3, ,100.0, , ,34.5,36.1,100.0,99.8,59.1,94.2,96.5,30.1,13.0,46.0,65.0,95.0,144.2,7.5,0.1,1653600.0,52.8,52.8,28.7,1.0,0.5,6.6, ,10.0, , ,55.7,0.0,40.4,0.0,13.0,5.2,1.1,648.6
NGA,Nigeria,Sub-Saharan Africa,Western Africa,131529.7,1008.1,0,904234.85,34.3,56.2,40.6,71.7,40.6,65.1,57.5,59.8,53.9,85.5,42.3,23.1,54.7,65.1,57.5,59.8,38.8,51.5,71.4,85.5,34.5,11.7,42.3,29.5,60.5,93.8,97.9,32.3,20.1,,38.8,52.9,41.0,100.0,0.0,52.2,50.7,94.1,57.0,100.0,92.2,13.6,100.0,100.0,56.6,44.0,48.0,32.0,67.0,67.0,115.5,0.9,277605007.4,52.0,,4.7,0.9,0.3,4.1,100.0,0.0,0.0,0.5,5.0,0.0,27.2,1.1,3.0,2.1,0.6,403.0
NIC,Nicaragua,Latin America and Caribbe,Meso America,5486.7,3538.9,0,118789.48,8,73.4,72.9,74.0,72.9,99.4,78.5,44.8,83.6,75.9,85.6,51.2,69.2,99.4,78.5,44.8,72.2,96.0,82.7,75.9,38.0,64.3,85.6,32.2,90.8,100.0,98.9,100.0,57.1,,72.2,70.6,62.9, ,1.0,91.9,100.0,100.0,92.2,100.0,98.6,22.7,94.5,91.2,41.9,47.0,79.0,8.0,64.4,31.0,0.0,0.5,0.0,74.2,,0.0,0.9,0.4,6.3, ,0.1,0.0,0.1,0.0,0.0,4.9,0.2,5.0,5.1,1.5,539.0
NLD,Netherlands,Europe,Western Europe,16299.2,31306.0,0,35043.85,84.7,78.7,98.1,59.4,98.1,66.3,68.8,9.1,75.5,66.1,99.6,100.0,93.1,66.3,68.8,9.1,100.0,47.2,79.3,66.1,100.0,100.0,99.6,94.7,88.1,99.7,32.8,99.7,64.2,64.2,100.0,19.7,3.7, ,4.0,0.0,94.4,100.0,85.1,22.8,92.9,95.5,78.1,61.9,58.3,100.0,100.0,0.2,5.0,34.1,5.4,28.4,1116290.0,78.5,78.5,24.1,1.1,0.1,0.4, ,0.4,0.0,1.0,0.0,36.0,9.4,1.0,21.0,13.6,3.5,387.0
NOR,Norway,Europe,Western Europe,4620.3,37667.3,0,318523.72,2.1,93.1,99.3,86.9,99.3,93.4,95.6,61.2,82.6,92.7,99.6,100.0,97.9,93.4,95.6,61.2,100.0,70.9,77.1,92.7,100.0,100.0,99.6,94.7,100.0,100.0,86.8,100.0,91.2,91.2,100.0,81.3,59.3, ,43.0,48.9,92.8,100.0,86.2,0.0,99.2,100.0,79.9,98.9,99.4,100.0,100.0,0.2,5.0,11.5,0.7,5.6,28283.1,94.7,94.7,0.0,1.1,0.4,5.9, ,4.3,0.0,0.5,0.0,68.0,8.7,0.1,22.0,12.6,0.9,6.0
NPL,Nepal,South Asia,South Asia,27132.6,1379.1,1,139103.09,62.1,72.1,60.2,84.0,60.2,99.2,76.4,45.0,78.2,98.1,63.9,53.5,59.6,99.2,76.4,45.0,70.3, ,86.1,98.1,24.0,83.0,63.9,14.7,84.3,99.9,98.5,99.8,53.9,,70.3,40.6,49.3, ,100.0, , ,100.0,87.5,100.0,83.7,59.1,97.2,97.3,99.9,35.0,90.0,20.0,81.0,38.7,1.6,0.6,654935.0,72.3,,0.9,0.9,0.2,4.9, ,10.0, , ,0.0,0.0,7.9,2.2,13.0,3.7,1.0,1.0
NZL,New Zealand,East Asia and the Pacific,Australia + New Zealand,4028.4,23109.3,0,265334.38,2.2,88.9,99.0,78.8,99.0,98.0,98.9,61.9,94.6,71.1,99.1,100.0,97.9,98.0,98.9,61.9,100.0,86.3,97.5,71.1,100.0,100.0,99.1,94.7,100.0,100.0,96.1,100.0,99.0,99.0,100.0,82.3,84.9,78.6,2.0,72.7,100.0,100.0,97.4,93.6,96.5,100.0,60.3,82.7,70.4,100.0,100.0,0.5,5.0,15.5,0.0,1.7,0.0,99.4,99.4,1.2,1.0,0.4,8.5,78.6,0.2,0.0,0.3,0.0,3.0,1.7,0.5,22.0,22.8,2.0,275.0
OMN,Oman,Middle East and North Africa,Arabian Peninsula,2567.0,13886.7,0,304189.58,1,70.3,84.6,55.9,84.6,98.1,29.3,46.1,86.0,53.6,98.2,77.7,64.4,98.1,29.3,46.1,100.0,84.5,73.4,53.6,86.0,69.4,98.2,94.7,16.3,100.0,96.1,100.0,0.0,,100.0,91.8,91.8,0.0,1.0,69.0,100.0,64.6,93.1,100.0,95.8,13.6,76.6,76.4,7.8,88.0,82.0,1.0,5.0,119.5,0.0,1.6,0.0,39.9,,37.5,1.0,0.5,9.2,0.0,0.1,0.0,0.3,30.1,0.0,4.4,0.6,3.0,14.4,2.5,855.0
PAK,Pakistan,South Asia,South Asia,157935.1,2206.3,0,785319.81,48.7,58.7,54.6,62.7,54.6,97.7,52.2,44.0,64.6,67.4,60.3,68.4,29.5,97.7,52.2,44.0,46.0,78.5,69.3,67.4,52.0,84.7,60.3,14.7,9.1,99.8,97.6,97.9,41.2,41.2,46.0,95.6,46.7,0.0,9.0,67.8,89.2,94.4,45.8,100.0,97.2,9.1,100.0,43.1,59.0,59.0,91.0,22.0,81.0,128.0,4.1,1.0,8461420.2,64.7,64.7,33.4,0.9,0.5,4.7,0.0,0.9,0.0,0.3,4.7,0.0,34.3,0.4,2.0,2.3,4.7,380.0
PAN,Panama,Latin America and Caribbe,Meso America,3231.5,7234.1,0,74515.22,8.1,83.1,86.4,79.8,86.4,98.0,86.5,64.2,88.6,78.0,94.6,75.7,80.5,98.0,86.5,64.2,75.3,91.5,99.1,78.0,68.4,83.0,94.6,65.3,86.1,99.8,96.1,100.0,75.7,75.7,75.3,93.9,93.1,50.0,20.0,82.9,100.0,100.0,100.0,100.0,99.9,95.5,89.7,74.0,70.1,73.0,90.0,3.0,33.0,36.6,2.9,1.6,144498.0,85.4,85.4,2.6,0.9,0.5,9.3,50.0,2.0,0.0,0.2,0.0,0.0,0.0,0.0,21.0,7.6,2.6,277.0
PER,Peru,Latin America and Caribbe,South America,27968.2,5725.1,0,1288259.27,2.1,78.1,78.3,77.9,78.3,96.9,57.7,58.1,80.6,87.1,89.2,63.9,70.9,96.9,57.7,58.1,100.0,64.2,77.6,87.1,56.7,71.1,89.2,65.1,62.3,99.6,94.8,98.9,33.8,33.8,100.0,98.1,79.6,32.3,2.0,77.1,51.3,67.5,99.8,40.2,85.1,95.5,94.0,88.8,78.7,63.0,83.0,6.0,33.2,64.8,8.2,2.2,4424150.1,60.2,60.2,16.7,1.0,0.5,8.0,32.3,0.2,0.0,0.2,27.6,27.9,0.1,2.0,21.0,5.4,1.6,198.0
PHL,Philippines,East Asia and the Pacific,South East Asia,83054.5,4730.6,0,295386.88,61.8,77.9,82.5,73.4,82.5,97.2,68.6,44.5,70.4,82.0,91.0,70.9,77.1,97.2,68.6,44.5,57.5,68.8,84.8,82.0,67.3,74.5,91.0,53.1,89.7,100.0,94.5,100.0,40.6,40.6,57.5,94.0,41.4,36.4,6.0,52.5,85.1,98.9,89.1,54.4,99.9,81.8,100.0,99.3,46.6,72.0,85.0,5.0,44.6,32.2,0.0,2.3,0.0,64.3,64.3,3.0,0.9,0.5,4.1,36.4,0.6,0.0,0.5,1.0,21.3,6.9,0.0,18.0,2.1,0.9,495.0
PNG,Papua New Guinea,East Asia and the Pacific,South Pacific,5887.1,2321.8,0,465004.05,0.1,64.8,58.2,71.4,58.2,99.9,49.0,47.1,93.7,75.9,76.6,17.3,62.2,99.9,49.0,47.1,89.5,97.8, ,75.9,34.5,0.0,76.6,5.6,100.0,100.0,99.7,100.0,0.0,0.0,89.5,89.4,81.5,16.7,1.0,95.7,100.0, ,100.0,100.0,99.9,4.5,88.8,93.6,45.3,44.0,39.0,13.0,89.7,19.3,0.0,0.1,0.0,34.0,34.0,1.8,1.0,0.4,8.2,16.7,0.1,0.0,0.0, ,0.0,0.0,0.0,1.0,8.1,1.3,507.5
POL,Poland,Europe,Central Europe,38529.6,13349.3,0,311195.23,20.5,80.5,93.6,67.4,93.6,85.5,81.0,48.4,82.3,62.7,98.2,86.3,91.8,85.5,81.0,48.4,100.0,62.5,84.4,62.7,84.2,88.4,98.2,94.7,84.9,100.0,71.0,99.9,68.1,68.1,100.0,67.5,33.3, ,7.0,58.9,66.1,100.0,40.7,89.8,95.9,95.5,84.5,74.5,29.0,86.5,93.2,1.0,5.0,38.0,0.5,12.2,219505.0,80.8,80.8,5.6,1.1,0.3,3.3, ,0.7,0.0,0.4,0.0,4.8,37.5,0.6,21.0,10.3,2.6,659.0
PRT,Portugal,Europe,Western Europe,10494.5,18966.0,0,91426.39,20.3,85.8,98.4,73.1,98.4,96.8,87.6,33.7,90.5,72.9,99.1,100.0,95.6,96.8,87.6,33.7,100.0,97.5,74.1,72.9,100.0,100.0,99.1,94.7,94.8,98.7,94.6,99.1,86.2,86.2,100.0,26.7,7.1,100.0,1.0,95.1,100.0,100.0,69.2,23.0,82.5,95.5,88.9,83.5,46.3,100.0,100.0,0.5,5.0,26.2,24.5,2.3,3769160.0,91.7,91.7,10.0,1.1,0.1,0.7,100.0,0.1,0.0,0.0,0.0,35.9,19.5,2.4,21.0,8.0,2.0,498.0
PRY,Paraguay,Latin America and Caribbe,South America,6158.3,4368.1,1,395907.51,1.2,77.7,73.3,82.1,73.3,80.0,61.9,58.5,86.0,94.2,91.0,76.4,34.7,80.0,61.9,58.5,76.7, ,95.4,94.2,76.6,76.2,91.0,44.4,32.2,20.3,98.8,61.2,49.6,,76.7,69.3,47.7, ,100.0, , ,100.0,95.0,100.0,86.4,95.5,82.6,100.0,100.0,80.0,86.0,5.0,52.8,100.6,1477.0,0.5,159181004.8,69.7,,23.5,0.9,0.3,4.8, ,10.0, , ,0.0,0.0,3.1,1.9,21.0,11.2,0.5,0.0
