code,ISO3V10,Country,Regions,GDPCAP,GDPgroup,Population,Landarea,Landlock,No_forest,No_electricity,No_AZE,EPI,EH,EV,EHEH,EHAIR,EHWATER,EVAIR,EVWATER,EVBH,EVAG,EVFOREST,EVFISH,CLIMATE,CHMORT_pt,INDOOR_pt,PM25_pt,WATSUP_pt,ACSAT_pt,SO2CAP_pt,SO2GDP_pt,WATUSE_pt,PACOV_pt,MPAEEZ_pt,AZE_pt,AGSUB_pt,POPs_pt,FORGRO_pt,FORLOSS_pt,FORCOV_pt,FSOC_pt,TCEEZ_pt,CO2CAP_pt,CO2GDP_pt,CO2KWH_pt,RENEW_pt,CHMORT_mrya,INDOOR_mrya,PM25_mrya,WATSUP_mrya,ACSAT_mrya,SO2CAP_mrya,SO2GDP_mrya,WATUSE_mrya,PACOV_mrya,MPAEEZ_mrya,AZE_mrya,AGSUB_mrya,POPs_mrya,FORGRO_mrya,FORLOSS_mrya,FORCOV_mrya,FSOC_mrya,TCEEZ_mrya,CO2CAP_mrya,CO2GDP_mrya,CO2KWH_mrya,RENEW_mrya,WATSUPINV,ACSATINV,WATUSEINV,FORCOVINV,FORGROINV,CHMORT_tr,INDOOR_tr,PM25_tr,WATSUP_tr,ACSAT_tr,SO2CAP_tr,SO2GDP_tr,WATUSE_tr,MPAEEZ_tr,AGSUB_tr,FORGRO_tr,FORLOSS_tr,FORCOV_tr,FSOC_tr,TCEEZ_tr,CO2CAP_tr,CO2GDP_tr,CO2KWH_tr
626,TLS,Timor-Leste,Asia & Pacific,832.18,Lower,1124355,15015.40,0,0,0,,..,46.00,..,33.08,100.00,17.86,..,43.65,71.52,0.00,38.78,49.46,..,33.08,..,100,20.91,14.81,..,..,43.65,34.82,80.69,..,..,0.00,..,94.40,10.97,0.00,98.92,..,..,..,..,0.0234,-9999,2.16,69,50,-9999,-9999,-1.014,5.92,1.33788514,-7777,-9999,0,-8888,0.02,0.930,1.00,0.000019,-9999,-9999,-9999,-9999,31,50,1.014,0.0702,..,-3.74,..,2.50,3.47,3.93,..,..,0.01,0.29,..,..,-3.69,-2.65,0.07,-10.89,..,..,..
776,TON,Tonga,Asia & Pacific,4141.63,Middle,104058,705.10,0,1,0,,..,58.23,..,68.20,11.54,84.98,..,71.04,81.76,0.00,100.00,43.81,..,68.20,11.54,..,100,69.96,..,..,71.04,91.94,81.75,..,..,0.00,..,..,100,12.60,75.02,..,..,..,..,0.0042,45,-9999,100,97,-9999,-9999,-0.094,15.63,1.49444603,-7777,-9999,0,-8888,-7777,1.000,0.75,0.000259,-9999,-9999,-9999,-9999,0,3,0.094,0.0000,..,-5.40,3.81,..,0.00,1.39,..,..,-2.36,0.40,..,..,..,-8.56,-0.20,-8.26,..,..,..
780,TTO,Trinidad and Tobago,Americas,23080.00,Upper,1341465,5188.19,0,0,0,,47.04,67.63,38.22,58.27,100.00,53.99,44.47,32.60,69.76,50.45,59.40,22.75,0.38,58.27,100,..,55.59,52.39,34.43,54.51,32.60,98.71,72.96,54.14,27.95,95.45,100,35.15,43.06,5.19,40.32,0.00,0.00,2.25,0.25,0.0069,0,-9999,94,92,13.32,0.66,-2.641,16.78,0.59844740,54.14,0.1579,21,1.200,0.26,0.983,0.89,0.011827,30000.59,1.99,714.93,0.00,6,8,2.641,0.0174,0.0000,-4.93,-2.30,..,1.95,2.20,2.61,-0.30,0.97,-0.51,-1.84,-7.80,-1.33,-4.04,-0.04,-4.44,10.31,0.71,6.57
788,TUN,Tunisia,Middle East & North Africa,7703.78,Middle,10549100,155220.70,0,0,0,,46.66,70.14,36.60,66.40,100.00,47.76,27.22,8.92,25.66,66.67,67.32,22.79,50.41,66.40,100,100,55.59,39.92,28.29,26.16,8.92,7.41,69.72,..,100,0.00,49.90,52.07,100,31.31,14.26,82.84,57.49,7.49,1.12,0.0046,0,6.02,94,85,19.34,3.00,-20.514,1.26,0.42725555,-7777,0.0000,0,0.963,0.13,1.089,0.48,0.208080,1991.44,0.23,484.29,1.12,6,15,20.514,0.0000,0.0370,-5.32,-2.30,2.77,1.95,2.77,2.98,1.12,3.02,-0.85,-7.48,-3.28,-2.00,-8.56,-0.59,-1.57,7.61,-1.27,6.18
792,TUR,Turkey,Eastern Europe & Central Asia,12539.66,Middle,72752325,781946.70,0,0,0,,44.80,69.80,34.08,74.13,64.82,66.11,30.65,9.97,20.19,42.83,91.54,25.03,42.71,74.13,31.83,97.80,84.18,48.04,26.32,34.97,9.97,11.12,76.29,11.19,16.52,95.45,100,74.61,100,40.15,9.90,61.85,47.82,9.25,19.58,0.0031,11,10.01,99,90,21.78,1.90,-18.724,1.89,0.84655888,11.19,0.3869,21,1.090,0.05,1.055,0.39,0.336178,3565.03,0.32,425.07,19.45,1,10,18.724,0.0000,0.0000,-5.68,2.41,3.00,0.69,2.40,3.09,0.68,2.93,-0.17,-0.95,-7.80,-2.90,-8.56,-0.78,-1.09,8.19,-0.98,6.05
798,TUV,Tuvalu,Asia & Pacific,1194.38,Lower,9827,39.96,0,1,0,,..,..,..,..,20.02,67.54,..,..,26.47,0.00,100.00,50.00,..,..,20.02,..,100,35.09,..,..,..,0.35,26.48,..,..,0.00,..,..,100,0.00,100,..,..,..,..,-9999,25,-9999,101,81,-9999,-9999,-8888,0.06,0.00472551,-7777,-9999,0,-8888,-7777,1.000,1.00,0.000000,-9999,-9999,-9999,-9999,0,19,..,0.0000,..,..,3.22,..,0.00,3.00,..,..,..,-5.35,..,..,..,-8.56,0.07,-18.93,..,..,..
999,TWN,Taiwan,Asia & Pacific,29820.80,Upper,23024960,36384.86,0,0,0,,62.23,95.03,48.17,90.06,100.00,100.00,50.85,33.01,72.65,36.80,100.00,26.32,23.73,90.06,100,..,100,100,37.99,63.72,33.01,67.65,73.27,..,12.02,86.36,100,100,100,29.27,23.38,21.37,42.00,7.45,2.87,0.0013,0,-9999,100,100,10.72,0.39,-2.549,11.50,0.61829701,-7777,0.5500,19,1.080,0.01,1.000,0.51,0.076292,10886.47,0.40,485.76,2.01,0,0,2.549,0.0000,0.0000,-6.44,-2.30,..,0.00,0.00,2.40,-0.77,0.94,-0.48,-0.60,-7.80,-4.61,-8.56,-0.55,-2.57,9.30,-0.80,6.19
834,TZA,Tanzania,Sub-Saharan Africa,1285.62,Lower,44841226,897949.26,0,0,1,,54.26,27.47,65.74,25.32,50.22,9.01,63.75,39.95,92.08,66.67,51.04,31.30,69.35,25.32,0.44,100,12.14,5.88,76.46,51.04,39.95,99.82,81.89,78.90,100,0.00,70.48,66.83,15.81,18.50,44.10,100,61.42,16.35,60.16,0.0339,97,5.76,54,24,0.84,0.81,-1.397,16.97,1.51746806,78.90,-0.1701,0,0.979,0.07,0.943,0.65,0.007799,143.16,0.20,250.65,60.16,46,76,1.397,0.0569,0.0214,-3.38,4.58,2.76,3.85,4.34,0.10,-0.13,0.33,0.42,-7.48,-3.83,-2.59,-2.86,-0.32,-4.85,5.15,-1.39,5.53
800,UGA,Uganda,Sub-Saharan Africa,1141.39,Lower,33424683,210598.49,1,0,0,,..,25.64,..,18.25,49.34,16.75,..,44.19,76.59,49.01,26.55,..,..,18.25,0.59,98.08,19.53,13.97,..,..,44.19,65.76,..,98.25,73.52,0.00,0.00,79.65,0.00,..,..,..,..,..,..,0.0475,96,9.96,67,48,-9999,-9999,-0.968,11.18,-7777,98.25,0.0039,0,0.840,0.04,0.871,-7777,-7777,-9999,-9999,-9999,-9999,33,52,0.968,0.1286,0.1603,-3.04,4.57,2.99,3.53,3.97,..,..,-0.03,..,-5.40,-1.83,-3.10,-2.05,..,..,..,..,..
804,UKR,Ukraine,Eastern Europe & Central Asia,6017.08,Middle,45870700,597329.12,0,0,0,,46.31,72.01,35.30,75.41,69.15,68.05,18.82,18.04,46.42,45.23,88.94,19.43,25.14,75.41,38.30,100,74.93,61.18,21.85,15.79,18.04,20.35,82.09,99.96,36.03,63.64,100,66.83,100,6.30,32.55,45.68,17.33,13.70,6.85,0.0029,7,6.74,98,95,28.50,5.11,-9.317,3.46,1.54856339,99.96,0.0837,14,1.000,0.07,1.014,0.87,0.027794,5572.71,0.89,305.25,6.85,2,5,9.317,0.0000,0.0000,-5.74,1.96,2.82,1.10,1.79,3.36,1.64,2.23,0.44,-2.47,-7.80,-2.59,-8.56,-0.06,-3.58,8.63,-0.06,5.72
858,URY,Uruguay,Americas,12902.74,Middle,3356584,176850.80,0,0,0,,57.06,80.34,47.07,74.13,73.12,100.00,51.38,41.42,20.26,78.79,75.94,23.90,62.10,74.13,46.25,100,100,100,47.22,55.53,41.42,1.47,50.65,..,100,36.36,100,27.81,100,40.50,7.31,77.44,63.58,16.29,68.69,0.0031,4,1.36,100,100,6.07,0.63,-1.231,0.25,0.05860940,-7777,0.0000,8,1.059,0.35,1.147,0.38,0.447422,2314.58,0.18,251.78,59.75,0,0,1.231,0.0000,0.0000,-5.68,1.41,2.43,0.00,0.00,1.85,-0.35,0.21,-2.84,-7.48,-7.80,-1.04,-8.56,-0.79,-0.80,7.76,-1.45,5.53
840,USA,United States of America,Americas,42642.18,Upper,309050816,9325028.98,0,0,0,,56.59,94.47,40.36,92.89,100.00,92.09,30.40,12.59,71.76,55.17,79.04,17.18,17.73,92.89,100,100,84.18,100,14.51,46.30,12.59,49.35,100,61.11,37.31,90.91,100,37.12,100,20.36,14.00,5.38,37.78,7.20,10.29,0.0011,0,6.50,99,100,44.32,1.04,-14.923,8.39,11.64856536,61.11,0.0757,20,1.341,0.24,1.006,0.63,0.214271,16895.30,0.46,495.05,8.87,1,0,14.923,0.0000,0.0000,-6.57,-2.30,2.80,0.69,0.00,3.80,0.11,2.70,2.46,-2.57,-7.80,-1.41,-8.56,-0.36,-1.54,9.74,-0.68,6.21
860,UZB,Uzbekistan,Eastern Europe & Central Asia,2792.87,Middle,28160361,422374.38,1,1,0,,32.24,52.74,23.45,50.70,39.70,69.89,30.59,7.36,12.88,66.67,84.04,..,24.08,50.70,26.34,53.06,39.78,100,41.78,19.40,7.36,12.88,..,..,100,0.00,100,..,68.09,..,..,57.27,0.00,8.17,18.70,0.0100,16,20.77,87,100,8.50,4.25,-23.466,2.19,-7777,-7777,0.0000,0,1.075,-8888,0.994,-7777,-7777,4046.64,1.69,460.59,18.70,13,0,23.466,0.0058,0.0000,-4.58,2.79,3.43,2.64,0.00,2.17,1.46,3.16,..,-7.48,-7.80,..,-5.12,..,..,8.31,0.55,6.13
336,VAT,Holy See,Europe,..,..,829,0.44,0,1,0,,..,..,..,..,..,..,..,..,..,0.00,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.00,..,..,..,..,..,..,..,..,..,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-7777,-9999,-9999,0,-7777,-9999,-8888,-7777,-7777,-9999,-9999,-9999,-9999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
670,VCT,Saint Vincent and the Grenadines,Americas,7773.82,Middle,109333,436.57,0,0,0,,..,..,..,68.20,4.75,..,..,72.77,49.16,0.00,85.37,98.38,..,68.20,4.75,..,..,..,..,..,72.77,41.71,56.23,28.59,..,0.00,..,56.10,100.00,100.00,96.76,..,..,..,..,0.0042,72,-9999,-8888,-8888,-9999,-9999,-0.081,7.09,0.10480988,28.59,-9999,0,-8888,0.11,1.038,0.00,0.000024,-9999,-9999,-9999,-9999,..,..,0.081,0.0000,..,-5.40,4.28,..,..,..,..,..,-2.51,-2.26,..,..,-2.16,-8.56,-2.64,-10.65,..,..,..
862,VEN,Venezuela,Americas,10805.45,Middle,28834000,917025.50,0,0,0,,55.62,71.03,49.02,66.40,100.00,51.33,39.43,31.77,88.14,26.03,45.17,33.79,37.33,66.40,..,100,52.55,50.11,35.77,43.10,31.77,100,88.65,62.53,39.04,0.00,..,74.61,30.44,50.98,16.59,46.52,20.33,20.09,72.79,0.0046,-9999,6.28,93,91,12.28,1.24,-2.836,17.00,3.06582142,62.53,0.0660,0,-8888,0.05,0.970,0.29,0.161060,5445.61,0.81,189.72,72.79,7,9,2.836,0.0301,..,-5.32,..,2.79,2.08,2.30,2.53,0.27,1.04,1.12,-2.71,..,-2.90,-3.50,-1.01,-1.83,8.61,-0.15,5.25
92,VGB,British Virgin Islands,Americas,38981.25,Upper,24939,165.33,0,0,0,,..,..,..,..,..,100.00,..,48.93,49.45,0.00,100.00,45.49,..,..,..,..,100,100,..,..,48.93,32.76,49.49,..,..,0.00,..,100.00,100.00,17.67,73.31,..,..,..,..,-9999,-9999,-9999,101.00,101.00,-9999,-9999,-0.642,5.57,0.05191262,-7777,-9999,0,-8888,0.01,1.000,0.67,0.000313,-9999,-9999,-9999,-9999,0,0,0.642,0.0000,..,..,..,..,0.00,0.00,..,..,-0.44,-2.96,..,..,-4.20,-8.56,-0.30,-8.07,..,..,..
850,VIR,United States Virgin Islands,Americas,14681.25,Upper,109775,369.02,0,0,0,,..,..,..,85.35,..,..,..,57.82,79.86,0.00,68.62,42.72,..,85.35,..,..,..,..,..,..,57.82,86.06,73.66,..,..,0.00,100,85.95,19.91,52.09,33.35,..,..,..,..,0.0017,-9999,-9999,-9999,-9999,-9999,-9999,-0.297,14.63,0.64376651,-7777,-9999,0,1.000,0.03,0.952,0.29,0.025471,-9999,-9999,-9999,-9999,..,..,0.297,0.0476,0.0000,-6.21,..,..,..,..,..,..,-1.21,-0.44,..,-7.80,-3.35,-3.04,-1.03,-3.67,..,..,..
704,VNM,Viet Nam,Asia & Pacific,2874.78,Middle,86936464,328767.09,0,0,0,,50.64,51.57,50.24,66.40,30.98,42.50,43.82,37.76,54.12,47.79,81.39,19.43,56.52,66.40,7.15,54.81,55.59,29.40,53.09,34.56,37.76,36.65,71.71,44.71,33.06,77.27,100,44.17,100,25.76,13.11,97.92,43.15,11.58,36.04,0.0046,61,20.18,94,75,4.20,1.94,-1.690,6.23,0.52526998,44.71,0.1058,17,1.024,0.18,1.055,0.55,0.236318,1306.94,0.38,357.49,36.04,6,25,1.690,0.0000,0.0000,-5.32,4.11,3.41,1.95,3.26,1.50,0.70,0.52,-0.64,-2.24,-7.80,-1.69,-8.56,-0.47,-1.44,7.20,-0.84,5.88
548,VUT,Vanuatu,Asia & Pacific,4133.64,Middle,239651,12380.33,0,0,0,,..,38.65,..,63.58,2.35,25.08,..,90.74,24.50,0.00,88.94,69.89,..,63.58,2.35,..,34.04,16.12,..,..,90.74,24.59,32.85,0.00,..,0.00,..,66.83,100,46.15,93.62,..,..,..,..,0.0053,85,-9999,83,53,-9999,-9999,-0.017,4.18,0.00918069,0.00,-9999,0,-8888,0.07,1.000,0.33,0.000034,-9999,-9999,-9999,-9999,17,47,0.017,0.0000,..,-5.18,4.44,..,2.89,3.87,..,..,-4.06,-4.69,..,..,-2.59,-8.56,-0.90,-10.30,..,..,..
876,WLF,Wallis and Futuna Islands,Asia & Pacific,3847.50,Middle,15343,152.27,0,1,0,,..,..,..,..,..,..,..,..,0.00,0.00,100.00,50.00,..,..,..,..,..,..,..,..,..,1.18,0.00,..,..,0.00,..,..,100,0.00,100,..,..,..,..,-9999,-9999,-9999,-8888,-8888,-9999,-9999,-8888,0.20,0.00000000,-7777,-9999,0,-8888,-7777,1.000,1.00,0.000003,-9999,-9999,-9999,-9999,..,..,..,0.0000,..,..,..,..,..,..,..,..,..,-13.66,..,..,..,-8.56,0.07,-12.80,..,..,..
882,WSM,Samoa,Asia & Pacific,3946.87,Middle,183081,2867.66,0,1,0,,..,55.24,..,68.68,12.88,70.73,..,83.67,35.10,0.00,100.00,39.00,..,68.68,12.88,..,41.47,100,..,..,83.67,20.59,47.41,0.00,..,0.00,..,..,100.00,8.02,69.99,..,..,..,..,0.0041,41,-9999,88,100,-9999,-9999,-0.031,3.50,0.04182048,0.00,-9999,0,-8888,-7777,1.000,0.83,0.000451,-9999,-9999,-9999,-9999,12,0,0.031,0.0000,..,-5.43,3.72,..,2.56,0.00,..,..,-3.45,-3.17,..,..,..,-8.56,-0.10,-7.70,..,..,..
887,YEM,Yemen,Middle East & North Africa,2266.77,Lower,24052514,417489.10,0,1,0,,35.49,33.70,36.26,42.05,34.67,16.03,28.03,15.03,35.52,72.83,100.00,35.27,39.86,42.05,14.80,54.54,16.40,15.67,38.47,17.58,15.03,3.29,63.71,..,79.70,59.09,100,100,100,45.05,25.49,100,11.59,5.35,0.00,0.0152,36,20.27,62,52,10.41,4.66,-12.089,0.56,0.22828514,-7777,0.0022,13,1.000,0.00,1.000,0.34,0.060501,940.57,1.07,567.91,0.00,38,48,12.089,0.0000,0.0000,-4.17,3.58,3.41,3.66,3.89,2.37,1.55,2.49,-1.48,-5.89,-7.80,-5.30,-8.56,-0.88,-2.81,6.88,0.11,6.34
710,ZAF,South Africa,Sub-Saharan Africa,9476.36,Middle,49991300,1224041.62,0,0,0,,34.55,42.52,31.13,33.99,62.79,39.30,11.99,11.95,50.24,37.02,69.40,17.46,21.03,33.99,25.58,100,47.45,31.14,11.69,12.28,11.95,38.24,66.45,40.07,30.53,50.00,100,8.21,100,10.87,24.04,34.96,24.83,0.00,0.71,0.0224,17,8.09,91,77,52.48,6.10,-15.777,6.50,0.30391561,40.07,0.1290,11,1.055,0.77,1.000,0.78,0.070966,7489.18,0.70,888.97,0.61,9,23,15.777,0.0000,0.0000,-3.79,2.84,2.90,2.30,3.18,3.97,1.82,2.76,-1.19,-2.04,-7.80,-0.25,-8.56,-0.16,-2.65,8.93,-0.29,6.79
894,ZMB,Zambia,Sub-Saharan Africa,1401.15,Lower,12926409,753777.74,1,0,0,,55.56,23.06,69.48,13.12,51.17,14.82,8.86,41.72,100.00,47.29,81.39,..,86.59,13.12,2.35,100,15.25,14.38,17.72,0.00,41.72,100,..,..,43.67,54.55,100,100,44.18,..,..,100,72.85,74.23,99.69,0.0606,85,9.31,60,49,36.55,31.57,-1.199,17.00,-7777,-7777,0.0458,12,2.108,0.01,0.983,-7777,-7777,130.98,0.13,2.91,99.69,40,51,1.199,0.0166,0.0000,-2.80,4.44,2.96,3.71,3.95,3.61,3.45,0.18,..,-3.07,-7.80,-4.20,-4.09,..,..,5.08,-1.73,1.23
716,ZWE,Zimbabwe,Sub-Saharan Africa,93.19,Lower,12571454,392742.92,1,0,0,,52.76,32.33,61.52,27.13,52.46,22.60,36.36,25.65,99.46,66.67,46.72,..,57.31,27.13,4.91,100,32.81,12.40,46.59,26.13,25.65,99.76,..,98.84,100,0.00,100,36.11,4.05,..,..,100,39.08,4.18,53.34,0.0311,71,5.60,82,44,6.31,3.00,-4.821,16.96,-7777,98.84,-0.2240,0,0.993,0.25,0.905,-7777,-7777,691.79,0.44,619.45,53.34,18,56,4.821,0.0947,0.0067,-3.46,4.27,2.75,2.94,4.04,1.88,1.12,1.57,..,-7.48,-4.95,-1.37,-2.35,..,..,6.58,-0.71,6.43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
